"PROGRAM_NAME","FUNCTION_NAME","EXEC_ORDER_RANK","ASSEMBLY_NAME","CLASS_NAME","FUNCTION_TYPE","IS_FUNCTION_RETURN","RETRUN_DATA_TYPE","ARGUMENT_COUNT","EXEC_TARGET_PATH","IS_TRANSACTION","ARGUMENT_NAME1","ARGUMENT_TYPE_NAME1","ARGUMENT_NAME2","ARGUMENT_TYPE_NAME2","ARGUMENT_NAME3","ARGUMENT_TYPE_NAME3","ARGUMENT_NAME4","ARGUMENT_TYPE_NAME4","ARGUMENT_NAME5","ARGUMENT_TYPE_NAME5","ARGUMENT_NAME6","ARGUMENT_TYPE_NAME6","ARGUMENT_NAME7","ARGUMENT_TYPE_NAME7","ARGUMENT_NAME8","ARGUMENT_TYPE_NAME8","ARGUMENT_NAME9","ARGUMENT_TYPE_NAME9","ARGUMENT_NAME10","ARGUMENT_TYPE_NAME10","ARGUMENT_NAME11","ARGUMENT_TYPE_NAME11","ARGUMENT_NAME12","ARGUMENT_TYPE_NAME12","ARGUMENT_NAME13","ARGUMENT_TYPE_NAME13","ARGUMENT_NAME14","ARGUMENT_TYPE_NAME14","ARGUMENT_NAME15","ARGUMENT_TYPE_NAME15","ARGUMENT_NAME16","ARGUMENT_TYPE_NAME16","ARGUMENT_NAME17","ARGUMENT_TYPE_NAME17","ARGUMENT_NAME18","ARGUMENT_TYPE_NAME18","ARGUMENT_NAME19","ARGUMENT_TYPE_NAME19","ARGUMENT_NAME20","ARGUMENT_TYPE_NAME20","ARGUMENT_NAME21","ARGUMENT_TYPE_NAME21","ARGUMENT_NAME22","ARGUMENT_TYPE_NAME22","ARGUMENT_NAME23","ARGUMENT_TYPE_NAME23","ARGUMENT_NAME24","ARGUMENT_TYPE_NAME24","ARGUMENT_NAME25","ARGUMENT_TYPE_NAME25","ARGUMENT_NAME26","ARGUMENT_TYPE_NAME26","ARGUMENT_NAME27","ARGUMENT_TYPE_NAME27","ARGUMENT_NAME28","ARGUMENT_TYPE_NAME28","ARGUMENT_NAME29","ARGUMENT_TYPE_NAME29","ARGUMENT_NAME30","ARGUMENT_TYPE_NAME30"
"解凍機発振開始終了","upc_解凍機発振開始終了",0,"","",2,True,"",2,"",False,"MODE","System.Int16","CONFIRM","System.Int16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
