"PROGRAM_NAME","PROGRAM_TYPE","IS_PROGRAM_RETURN","RETRUN_DATA_TYPE","IS_TRANSACTION","FUNCTION_COUNT","TIMEOUT_VALUE","RETRY_COUNT","SEMAPHORE_LOCK_COUNT","SEMAPHORE_MAX_COUNT","LOG_TYPE"
"解凍機発振開始終了",0,False,"",False,1,30000,0,1,-1,0
